x [m],y [m],z [m],distance [m],max distance [m]
-983.732,4248568.305,6.014419,914.360899,
-984.173,4248568.506,6.013077,914.845699,
-984.614,4248568.706,6.013035,915.330496,
-985.056,4248568.907,6.013213,915.815294,
-985.497,4248569.108,6.013153,916.300092,
-985.938,4248569.309,6.013129,916.784889,
-986.379,4248569.510,6.013192,917.269687,
-986.820,4248569.711,6.013170,917.754485,
-987.262,4248569.912,6.012945,918.239283,
-987.703,4248570.113,6.013559,918.724081,
-988.144,4248570.315,6.015374,919.208882,
-988.585,4248570.516,6.017308,919.693683,
-989.025,4248570.718,6.018566,920.178483,
-989.466,4248570.919,6.018590,920.663280,
-989.907,4248571.120,6.017123,921.148080,
-990.348,4248571.322,6.015551,921.632881,
-990.789,4248571.523,6.015433,922.117678,
-991.230,4248571.725,6.016599,922.602478,
-991.671,4248571.926,6.018492,923.087279,
-992.112,4248572.128,6.020354,923.572080,
-992.553,4248572.329,6.021156,924.056879,
-992.994,4248572.530,6.020915,924.541676,
-993.435,4248572.732,6.020661,925.026474,
-993.876,4248572.933,6.021423,925.511273,
-994.317,4248573.134,6.023271,925.996074,
-994.758,4248573.336,6.025191,926.480875,
-995.199,4248573.537,6.026343,926.965674,
-995.640,4248573.738,6.026254,927.450472,
-996.081,4248573.939,6.024958,927.935272,
-996.523,4248574.141,6.022984,928.420073,
-996.964,4248574.342,6.021221,928.904874,
-997.405,4248574.543,6.020707,929.389672,
-997.846,4248574.744,6.020936,929.874470,
-998.287,4248574.945,6.020938,930.359268,
-998.728,4248575.146,6.020894,930.844065,
-999.169,4248575.347,6.020910,931.328863,
-999.610,4248575.549,6.020913,931.813661,
-1000.051,4248575.750,6.020906,932.298459,
-1000.493,4248575.951,6.020909,932.783256,
-1000.934,4248576.151,6.020925,933.268054,
-1001.375,4248576.352,6.020879,933.752852,
-1001.816,4248576.553,6.020885,934.237649,
-1002.257,4248576.754,6.021115,934.722447,
-1002.699,4248576.955,6.020576,935.207245,
-1003.140,4248577.156,6.018800,935.692046,
-1003.581,4248577.357,6.016849,936.176848,
-1004.022,4248577.557,6.015536,936.661647,
-1004.464,4248577.758,6.015432,937.146445,
-1004.905,4248577.959,6.016851,937.631245,
-1005.346,4248578.159,6.018454,938.116045,
-1005.788,4248578.360,6.018609,938.600843,
-1006.229,4248578.561,6.017244,939.085643,
-1006.671,4248578.761,6.018000,939.570441,
-1007.112,4248578.962,6.019000,940.055240,
-1007.553,4248579.162,6.020000,940.540038,
